text,label
Subject: Specs for part Body: Attached are the part specification documents with dimensions and tolerances. Specification file: https://example.com/repo/bracket.3mf Please ensure the surface finish and material are correct. Attachment: specs.pdf,ham/cad/part specification documents
"Subject: Design feedback needed Body: Design request: Model model thanks production design project project dimension file deadline. Could you review the attached design and provide feedback on tolerances and fit? Model link: https://files.example/assembly_design.dwg Required changes: Meeting drawing issue urgent file meeting model deliver. Best, Sam",ham/cad/design requests
Subject: Urgent: please read Body: Approval vendor specification project issue team attached parts project drawing. Schedule review thanks urgent prototype deliver dimension production fix.,ham/cad
Subject: Claim your free model Body: Earn money fast.,spam
"Subject: Proposal for parts Body: Vendor submitted a proposal for supplying the following components. See proposal: https://files.example/repo/housing.dwg Vendor details: ACME Manufacturing Attachment: quote.xlsx Thanks, Taylor",ham/cad/vendor proposals
Subject: Free CAD Software Body: Click to claim. Get it here: https://offers.example/free.stl Unsubscribe here.,spam
Subject: Claim your free model Body: Congratulations! Free gift.,spam
Subject: Invoice attached Body: Specification production model deadline dimension schedule update parts. Note parts sample fix dimension review check file review please. Note please model approval quote urgent dimension please regards approval review meeting meeting parts model.,ham
Subject: Specification document Body: Attached are the part specification documents with dimensions and tolerances. Specification file: https://cadrepo.com/repo/housing.iges Please ensure the surface finish and material are correct. Attachment: specs.pdf,ham/cad/part specification documents
Subject: Quick question Body: Sample check urgent model parts model deliver drawing production meeting fix parts review. Schedule thanks quote check attached dimension check meeting dimension update issue.,ham
"Subject: Claim your free model Body: Click to claim. Get it here: https://offers.example/free.step Thank you, Priya",spam
Subject: Status report Body: Vendor model confirm drawing update please sample please production. Note sample model attached meeting file prototype thanks quote note thanks.,ham
Subject: Download now Body: Act now.,spam
Subject: Reminder Body: Team sample please meeting thanks vendor note regards. Parts project file check confirm project check team check deadline. Note deadline team deadline please check file deliver review fix. Prototype approval confirm drawing attached approval sample model thanks sample review project dimension urgent attached.,ham
"Subject: Free CAD Software Body: Congrats! You've been selected. Unsubscribe here. Thanks, Sam",spam
Subject: Specification document Body: Attached are the part specification documents with dimensions and tolerances. Specification file: https://designrepo.com/repo/housing.step Please ensure the surface finish and material are correct.,ham/cad/part specification documents
Subject: Quote from supplier Body: Vendor submitted a proposal for supplying the following components. See proposal: https://files.example/repo/model.dwg Vendor details: Global CAD Supplies Attachment: quote.xlsx,ham/cad/vendor proposals
"Subject: Design request Body: Design request: Vendor project please vendor file production model check deadline deadline. Could you review the attached design and provide feedback on tolerances and fit? Model link: https://worksite.com/housing_design.step Required changes: Note deadline quote drawing quote confirm production check. Thank you, Jordan",ham/cad/design requests
Subject: Quick question Body: Deadline sample deliver update team production attached drawing issue confirm issue urgent quote. Attachment: report.dwg,ham
"Subject: Invoice attached Body: Hi all, Update file schedule update team prototype deadline urgent specification. Drawing quote please deliver issue update production sample deliver deadline approval dimension specification note. Thanks, Alex",ham
Subject: Design revision Body: Design request: Drawing fix deliver please deadline project drawing deliver quote deliver. Could you review the attached design and provide feedback on tolerances and fit? Model link: https://cadrepo.com/component_design.iges Required changes: Team prototype file please deadline please please deliver.,ham/cad/design requests
